排名,标题,播放量,讨论数,得分,封面链接,UP的ID,视频av号
28,【4K】重庆大学毕业生版《YES! OK! 》青春有你之毕业纪念视频 外国语学院的研究生小姐姐带来的舞蹈！,33.6万,1463,339988,233659791,BV1Ut4y1X7vY
29,【雨乃】       ♥️  风  月  ♥️,19.5万,206,338662,3904677,BV1Ap4y1Q7N7
30,【官方】张艺兴《莲》舞蹈版视频,18.4万,1685,338094,32708657,BV1qK411p7hW
31,BLACKPINK  练习室舞蹈 合集 已更！,22.6万,2043,336289,52149822,BV1xx411m7od
32,【张晋的视频】听说你们想看，被迫营业的舞一个,31.6万,798,332593,434734521,BV1PK411H7gP
33,【蔓蔓】这就是纯欲风吗-黑长直性感出击！《短发》short hair,11.4万,151,318237,1690404,BV1fZ4y1H7eD
34,喵~打包好的小猫咪要收养吗？白丝袜真的太勒肉肉了!【小埋体操】,21.6万,157,317786,107802938,BV1xg4y1q7t5
35,【小仙若】shake it ！冬日也要活力满满！,27.0万,350,301521,16539048,BV11E411k76T
36,BLACKPINK新歌《How You Like That》副歌教学 镜面分解【Ellen和Brian教学】,11.3万,230,300412,399114140,BV1P54y1z7sj
37,【乘风破浪的姐姐】李宇春《无价之姐》完整版舞蹈！阔少编舞,28.2万,220,297172,7836455,BV1hk4y1q7xr
38,BLACKPINK最新回归曲(How You Like That)欧尼实力舞蹈Cover,20.4万,517,283808,238718278,BV1eT4y177rC
39,商场无人偷偷蹦迪 进来围观Thumbs Up长腿御姐在线蹦迪教学【轩哥】,13.1万,98,278597,92438601,BV1c54y1z7Ni
40,鞠婧祎-恋爱告急 【练习室】【竖屏】,15.6万,155,259013,10893225,BV15z411v7fJ
41,BY2跳舞游戏机-挑战2ne1舞,23.9万,355,253593,497638046,BV17Z4y1H72g
42,猛男减肥舞《乘风破浪的姐姐》主题曲《无价之姐》尊巴舞Zumba舞蹈教学减肥操燃脂操瘦身操有氧舞蹈健身舞蹈减肥瘦身塑形,13.3万,137,250960,472682726,BV1Jg4y1v7Kw
43,甜 ღ 圆 ღ 纯                                 【紫颜】【勾指起誓】,9.5万,453,245335,35579222,BV1pA411i7og
44,KIKI//翻跳 一口气跳完Blackpink心头爱副歌part,12.3万,351,234676,17614942,BV1hk4y1q7Cg
45,【小鹿】竖版竖版！可爱与性感并存-Hot Issue,7.4万,51,233670,94508008,BV1Cp4y1U7Dy
46,Blackpink新曲How you like that全网最快Dance Break速扒翻跳 拽出天际疯狂踩点,19.2万,134,232689,9311718,BV1KK411H7JJ
47,【腸粉】挑战一口气跳完防弹所有主打歌曲副歌 自己挖的坑 哭着都要填完 拍摄防弹出道7周年翻跳后续實錄,8.5万,959,227946,19139565,BV1fK411p7Wi
48,创造营2020 | 第三次公演舞台《怪女孩》原版编舞Demo，暗黑哥特风舞蹈，炸到令人头皮发麻！,13.4万,351,217909,576011307,BV1fA411v7jF
49,张语格&周梓倩｜Blackpink-How You Like That翻跳｜cover｜snh48,10.9万,4562,214090,605599077,BV1yk4y1q7Eb
50,【ONeeCrew】Blackpink_how you like that练习室速翻+背面镜面版,13.2万,45,211633,17652915,BV1Zt4y197HG
51,还记得就是这个练习室，直接把我从韩圈拉了过来，孔雪儿也是我的小墙头！！都给我看！！,17.1万,305,207720,443915621,BV1rA411i7jK
52,【美国多金大叔诱骗妙龄少女】——致敬卓别林大师经典桥段，庆祝B站粉丝破十万，乃超舞台表演保留节目独家大揭秘,13.8万,589,204955,515494871,BV1Ak4y16744
53,【菌子】竖屏蹦迪！Thumbs Up！性感秘书♥在线蹦迪！,10.4万,51,200265,8581342,BV1kZ4y1H7hy
