排名,标题,播放量,讨论数,得分,UP的ID,视频av号
31,【老番茄】史上最骚杀手(第十集),56.8万,3129,764040,546195,BV1XC4y1h78J
32,今年夏天 MC必火,43.3万,5185,733479,686127,BV1Hk4y1z7CA
33,天才小伙竟然复刻了“爱情公寓”的桌游,67.1万,690,725396,414748586,BV1u54y1z7cu
34,【逗鱼时刻】第257期 海盗的时代降临了,124.2万,1.2万,713066,10462362,BV14k4y1q7bt
35,零物资!挑战在只有海的世界生存下去 P7【我的世界】,33.4万,6604,706111,523085457,BV1qz4y1X7sd
36,耗时3天！攻略史上最难的“求生”游戏之路！#方舟生存,70.1万,9687,681410,285499073,BV1vV411k7jz
37,火 力 少 年 王,52.6万,9559,671418,26240675,BV1qC4y1a7sK
38,继可杰后台事件，虎牙吕德华差点又开到了后台,102.9万,1747,670821,33099876,BV1J5411W7Rt
39,徐老师来巡山271：爆炸果实虽好，可不能贪杯哦！,105.1万,3943,661683,16794231,BV1KC4y1h7zt
40,前方高能！！这是真的！# @ % ￥ 燃,40.0万,323,642044,276583695,BV1AQ4y1N71n
41,就造个房子，我硬是造出了音游的感觉,23.5万,960,628113,409553498,BV1aa4y1Y76F
42,5V5 Moba宝可梦游戏！腾讯天美工作室制作手游《Pokemon Unite》亮相宝可梦新作发表会！,83.6万,4304,624772,90668673,BV1bC4y187BC
43,【大仙全家桶】你和王者之间到底相差什么？,58.3万,4620,616871,1935882,BV1Af4y1176Z
44,【爷青回】万万没想到，白客、叫兽新剧来了！四集连播看过瘾,82.9万,1428,609340,457047913,BV1ip4y1D7KL
45,聚印象TOP秀34：Shy博朋克！源计划薇恩硬核打击,37.4万,932,599202,32365949,BV12p4y1U7Wt
46,史上最渣的材质包？当MC所有东西都变成1x1分辨率！还能获得胜利吗？,63.9万,2236,589019,10559085,BV1ak4y1z7sf
47,寇丹：王者荣耀S20战令奖励来了！猪八戒喜提新皮肤,69.8万,4514,569179,284633638,BV1u54y1z7LQ
48,科技使人膨胀，骄傲使人进步。,40.0万,3845,568254,234256,BV1mi4y1G7tG
49,【主播真会玩】189： RNG退役选手放飞自我 凯哥因何大发雷霆？,71.3万,6486,562150,1565155,BV1j5411Y7RR
50,王者荣耀重复名,21.4万,393,532220,108225224,BV1L7411J7U4
51,“你没被The Shy扎过，你不懂”,63.2万,1213,530210,188881925,BV18p4y1U7rq
52,人类：你这外星人是想笑死我吗？,52.0万,459,503656,170088482,BV1zz411e7ar
53,当你在召唤师峡谷中发明了扔标枪的坦克,47.0万,948,503523,11246021,BV1Yv411B7x2
54,【Fate/Grand Order】创世灭亡轮回 由伽·刹多罗 黑色最后之神,42.6万,4928,497668,233108841,BV1vA411i7rd
55,当你误入苦力怕窝,19.9万,280,494857,490670548,BV16z4y197rF
56,梦泪马超神威新皮肤首秀，特效炫酷手感火热，一人打出54%输出,52.5万,3446,494406,108569350,BV19V411r7Tm
57,你 身 上 有 她 的 香 炉 味,36.5万,446,487886,52865057,BV11k4y1q7Pf
58,啊？这！这就是长城吗！,31.6万,2498,486449,8784855,BV15C4y1a7fp
59,【那些令人难忘的BOSS战】第二十九集·生化危机7篇,30.0万,4163,483156,28266043,BV1Yf4y117sC
60,我能去打职业了吗？,55.2万,873,480302,514845839,BV13a4y1Y72G
61,没有比这更惊险的偷床了！,31.1万,1330,478990,29252533,BV1LV41167K8
62,做完这道题，高考考场见！,22.0万,3074,477140,538570561,BV1gg4y1v7VX
63,【不止游戏】你敢信？最常见到的“火箭筒”竟然不是火箭筒啊！,31.4万,3914,473652,1724598,BV1854y1z7N7
64,一学就会！C4炸弹快乐阴人流！自爆卡车套路！轰炸机套路！,32.9万,1905,472872,46708782,BV1zK411n7wb
65,【电竞星快报】看好了，这个复仇之矛我只教你一次 （第二季22期）,33.1万,3429,468212,472753524,BV1hv411B7XS
66,"LOL三件新装备介绍：坦克版魔切,守护者变装备,aoe回血辅助装！",56.4万,2780,467984,91254197,BV1TD4y1Q76g
67,外国玩家用高尔夫球杆抡爆最后生还者2光盘，重现游戏中经典桥段,44.0万,471,467763,49460428,BV1H5411W7oR
68,无加成usp单刷巨人城.......,28.4万,1655,454557,14732549,BV15J411E71m
69,【师生对线】拖 堂 现 状,32.2万,2320,450529,3353026,BV1St4y1X7A5
70,当菜鸟误入顶分局却在关键时刻力挽狂澜【CSGO】,28.9万,2560,447907,507694,BV1yC4y187Pp
71,【荣耀梯度排行】v28_新赛季在即，揭秘最佳上分英雄！,23.6万,3903,440616,7145647,BV14k4y1q7tC
72,【Minecraft】当MC地形遇上顶级4K画质！五年地形成果的视觉盛宴！——珀尔B站5w粉丝纪念视频,18.0万,554,438444,8392977,BV1FK411p7Da
73,测一测：你和《明日方舟》哪位干员最搭？,24.6万,5862,433896,450855167,BV16A411i7Wv
74,正 道 的 光 ！一 把 扣 99 分？,51.6万,94,428286,526809857,BV1tv411B73Z
75,CSGO这些难以形容的彩蛋,36.4万,1314,427015,14254182,BV1Na4y1e7MZ
76,【迪奥把妹王】你是DIO，你能改邪归正吗,18.7万,2492,422582,381681555,BV135411Y7Y4
77,theshy的龙抬头丶算学会了吗,52.9万,45,419347,492423307,BV1tv411B7bt
78,史上最拽儿子教他爹做爹,30.7万,932,418927,910774,BV1s5411Y7aG
79,Doinb复盘ig比赛怒锤桌子：杀谁都可以，但是为什么要去惹shy哥呢？,51.4万,338,416323,20688409,BV1zV411k7qA
80,【Helltaker】 游戏原声 和天使Azazel一起摇摆吧！,28.8万,143,415625,171463017,BV18D4y1D7Rm
81,【试毒时间】盗版熊出没，还出续作又来坑钱，举报它下架！,39.3万,2019,415349,429741851,BV19z411i7bH
82,众所周知 腿越细踢人越疼 手臂越细 打人越疼 你们老婆打架真厉害,20.3万,267,412610,198395647,BV167411A72o
83,【瞎β操作】雷达哥雷达失灵,39.1万,2182,409643,47291,BV1Cv411B7SP
84,破产评测12：马超五虎将皮肤神威不空枪挑战，我要送100个！,20.9万,2704,408117,1871001,BV1pZ4y1H725
85,让你回归，但没让你强势回归！（4K）,46.8万,858,406477,201261919,BV17p4y1D7JG
86,建 议 改 成 ：千 手 修 罗,42.7万,639,405534,450979444,BV16A411i7if
87,现 在 的 赛 尔 号,36.5万,1206,403024,345332663,BV1La4y1e7DM
88,【超级小桀】曾经有个老工匠  现在他不干了,37.4万,2247,400500,29440965,BV1H54y1B7Rb
89,【DYS秀】把饭碗端起来！德哥色哥带你吃顿好的（第三期）,21.1万,2443,399363,8739477,BV1vK4y147FP
90,【棉被 FGO】2.4主线攻略：Lostbelt No.4 创世灭亡轮回,19.2万,3442,396555,6014992,BV1hf4y117ZG
91,老是觉得玩王者太累？那就让按键集合用一只手玩！,37.1万,1167,394000,4728147,BV1fz4y1Q7K6
92,这四个up主 好有文化！ (第三期),37.4万,1456,390311,7552204,BV1cT4y1J7kD
93,屠 龙 勇 者,23.3万,3337,390246,2728123,BV1iz4y1X7QE
94,联盟现状：当所有人在游戏中使用bug！,42.4万,406,390152,25503580,BV1sA411i7t6
95,这英雄出了飓风就nm离谱！钻到人堆里就像个电锯！,46.5万,508,388128,355608145,BV1tz4y1X7fE
96,云顶之弈：惊天2打8翻盘？10.13新版本烂分答案来了！上分必看机甲秘法！林小北云顶之弈36,28.0万,1298,384008,18343134,BV11T4y1J7Nc
97,慎入！前方极度妩媚 那些你惹不起的战斗天使 穿上高跟鞋攻击力翻倍！,26.3万,409,383070,37439823,BV1pJ411J76A
98,恋 爱 对 对 碰,34.5万,1310,374809,808171,BV1uf4y117WK
99,哒 哒 哒,39.2万,893,374548,51896064,BV1Xi4y1G7LT
100,Uzi：我的超级号被收回了，真的好难受！,44.6万,667,374117,234324480,BV1Da4y1Y7Su
