排名,标题,播放量,讨论数,得分,封面链接,UP的ID,视频av号
47,体态纠正大师,157.6万,1.8万,1637717,1577804,BV19a4y1Y7SC
48,满分UP主倾囊教你写高分作文！最强攻略！【满分作文攻略01】,35.6万,5304,1511775,265059948,BV1b54y1B799
49,与火星的孩子对话（现场版） - 华晨宇,49.4万,9.6万,1484152,32708543,BV1pg4y1q7e2
50,如何拒绝别人,106.7万,2629,1472912,10897973,BV18Z4y1W7Au
51,【真人GTA】老 年 崔 佛,150.6万,4384,1458489,3380239,BV1NV41167nt
52,高考作弊记,90.8万,3620,1453098,2444757,BV1ep4y1D7s1
53,神仙打架,139.6万,8962,1429413,97395295,BV1Ji4y1G7TV
54,学婊的千层套路,102.0万,4380,1410209,106685726,BV16A411i7E3
55,《瘾》原创说唱×国家禁毒日宣传曲,48.8万,979,1407542,337312411,BV1TK4y1476o
56,业界真的要完！2020七月新番推荐,99.9万,7589,1381436,730732,BV1FZ4y1u7W3
57,《樱  桃  老  丸  子》,90.9万,1410,1378434,576534137,BV1dz4y197zd
58,能看到第15秒吗？,75.5万,4615,1374925,316641949,BV12f4y1272j
59,当  代  网  络  现  状,107.9万,2173,1371724,456861535,BV1aK411n7ox
60,「小白测评」盲人用手机什么感觉？9大品牌无障碍测试 关注视障人群,57.3万,6623,1368510,8969156,BV1qg4y1v7zT
61,“你太干净了，你不懂。”,95.3万,1386,1368370,90142376,BV1xg4y1v7vP
62,武松打得过这玩意儿？,245.7万,5654,1366759,496783876,BV1mT4y1J7iG
63,模仿六大平台吃炸鸡，味儿太冲了,179.6万,1.4万,1365210,21587273,BV1op4y1D7dJ
64,【童年经典/反派手书】你管这叫童年阴影？！,42.1万,3166,1343224,29658682,BV1QA411v7mK
65,当杠精去面试会怎么样，面试官都被气笑了……,195.8万,1198,1328637,494915055,BV1y54y1B797
66,【warma】怎么办！我现在好怕被2233娘封号,97.1万,6608,1327909,53456,BV1tT4y17733
67,BLACKPINK 回归'How You Like That' MV+现场持更中(更至200628人气歌谣),169.3万,2.8万,1316562,86469984,BV1SC4y1a7jo
68,【鹿鸣x鹿鸣】这个端午，双倍丝滑！双倍快乐,110.8万,719,1290774,488836173,BV1Wa4y1Y727
69,史上最厚血量，被打了6分钟还活着！？,255.9万,8532,1277632,13118294,BV1KD4y1S7hk
70,“不感兴趣。”,231.8万,3482,1275915,20165629,BV1Fk4y167CC
71,我的世界坏掉了！！！,50.3万,5702,1268463,3334737,BV1g54y1z7qs
72,火锅大王消失的这段时间发生了什么？,78.7万,3956,1248153,394067394,BV16f4y117U4
73,16个细思极恐的细节，编剧导演简直牛逼到戳天了,124.5万,7166,1247976,2627161,BV1BK4y147CL
74,当西游记的BGM在中土战场响起。去他的魔戒，我要吹爆这支喇叭...,92.9万,3771,1244630,503985257,BV1tv41167E2
75,你真的对这个世界做好准备了吗？丨ztalk,54.4万,1.3万,1240316,326246517,BV1yv411B7Ga
76,【阿宅专用】是阿宅就来听听这个！,61.8万,2017,1236827,339567211,BV11D4y1D7Kx
77,当有陌生人敲门！打开这个视频！快！,31.7万,445,1218241,458683,BV165411x7v9
78,宇智波小少爷想让我告白,56.3万,2164,1216621,599404508,BV1Fi4y1V7du
79,【嘟督】给你总结下《最后高尔夫2》到底讲了啥！！！,58.5万,6011,1205161,2403047,BV1kT4y177Wh
80,对不起，我败了！2020年4月新番打脸大总结！,130.3万,1.5万,1205032,63231,BV17V41167ai
81,我国五大战区如何划分？哪个战区实力最强？西部战区距离印度最近,135.5万,4835,1195363,442603088,BV115411W7Md
82,每天一遍，北大相见,62.5万,1728,1192895,7275647,BV1cp4y1Q7yn
83,你从没见过的学霸学渣互撕版Doja Cat《Say So》？史上最强高中生改编版！,58.8万,1244,1182997,23307992,BV1Dt4y197dr
84,欢迎报考浙江大学！！！,155.4万,7353,1178456,38606568,BV1PK4y147Z4
85,美国枪支销量暴增80%，深入枪店采访美国人为何囤枪？,220.7万,1.9万,1177714,176037767,BV1vi4y1G7Lu
86,特朗普首次回应B站恶搞视频,162.9万,5894,1175495,289553404,BV1yf4y1y7nY
87,印度网友疑惑：为什么中国人不抵制印度商品？中国网友在线真诚解答，听完他心态崩了..,273.4万,8876,1169914,16576379,BV13f4y117EE
88,又是一个无 眠 夜。,70.4万,2822,1160874,27756469,BV1YC4y187Hb
89,把11个up主的五官拿出来打乱 还能再复原么？,141.6万,2.8万,1153508,7552204,BV1Ez411v7vT
90,我们的五年——B站五年员工纪念视频 2020版,86.5万,1.1万,1150762,208259,BV1Wg4y1v77h
91,【祝大家端午安康】我小时候吃过的传统笋壳粽子，你那有吗？,179.1万,3.3万,1147867,19577966,BV1DK4y147Kf
92,【特效向】全明星の向死而生篇,47.6万,5403,1138247,22770727,BV16z411e7F4
93,【如何正确逼自己学习！！】纯干货/克服拖延/找到状态/学霸养成,35.1万,1425,1137976,294603772,BV1TK4y147n6
94,犬来八荒  | 滴米不漏,124.9万,8847,1134954,3345720,BV1K5411Y7K4
95,【奇怪的传播学】下行生育率背后的传播学逻辑,66.1万,8577,1121757,13925422,BV1hV411k7h4
96,丈夫因怀疑妻子劈腿，竟和她同归于尽？这部日本人性动画实在是太直击灵魂了！,76.9万,4263,1117303,1791101,BV17V411k7DJ
97,18岁在清华相遇，7年后我们结婚生子，校园爱情毕业不分手。,80.1万,5293,1102711,489206287,BV1n5411Y76p
98,【散人】孙美琪疑案：嬴雪儿 高能转折 老胡同七杀投毒案,39.4万,1.6万,1100464,168598,BV1754y1z7sS
99,在宜家做一首BAD GUY，宜家GJ！（补投）,49.1万,6457,1100072,596324576,BV1ha4y1Y7JW
100,每天一遍，防止早恋,101.0万,2662,1095621,304668637,BV11f4y127AC
