排名,标题,播放量,讨论数,得分
85,史上最全毛利小五郎分析！他已知柯南真实身份？毛利独自解决案件合集！,3.5万,518,55370
86,不要停下来啊！佩可莉姆！,3.3万,274,54229
87,清 楚 四 天 王,2.8万,90,53809
88,【崩坏3】最  强  雷  律,3.1万,32,53095
89,只攻不防！天下无双！巅峰战力！毁天灭地！！！,2.2万,39,53008
90,【𝟒𝐊 𝟔𝟎𝐅𝐏𝐒】这首《𝑭𝒂𝒍𝒍𝒊𝒏𝒈 𝑨𝒈𝒂𝒊𝒏》如今治愈了多少人！！!  ℳ₯㎕-沉 沦,1.3万,84,52993
91,不好意思，这才是火影忍者的精彩打斗！,2.1万,50,52891
92,【B限】粽节粽！端午节特别b限！30万关注纪念,2.7万,359,52671
93,华生：都别动！他手里有枪！,4.3万,33,51833
94,亿万家产说没就没了？？？,3.8万,142,51790
95,【现状】大 学 返 校 现 状,3.4万,58,51045
96,胜 负 已 定,3.3万,22,50266
97,宝可梦新作宛如王者荣耀？赛博朋克动画化！【ACG大事件】,3.7万,186,50144
98,【漫画动画】5个理想的求婚方式,3.0万,697,50028
99,【自制4K动画】伊井野弥子想要吃掉,3.3万,84,49816
100,【假面骑士01】第36话 Ark-Zero 初变身,4.7万,30,49255
