视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV1dk4y1z7c6,王尼玛,5938,896865,668435,腾讯对线老干妈，1000瓶辣椒酱你能秒我？！,1107,原创
BV1vv411B7G6,冰山小叔叔,37201,490154,667645,【老杨与猫】养 猪 场 亲 子 见 面 会,721,原创
BV1PC4y1h75H,光速qaw,5125,555733,666212,节 奏 大 师,694,转载
BV1UC4y187rr,愚愚桑,8029,817907,662724,知名女拳师竟要求取消男性上学资格 禁止男性识字？太离谱了！沙雕网友迷惑操作行为大赏！,10846,原创
BV1tK4y1s7KV,观察者网,1727,1314264,662035,憨憨企鹅踩到坑...,1236,原创
BV1EJ411n7Dg,火线妹,1968,1070057,660762,本 尊 出 现,2240,原创
BV1Lp4y1D73W,睡不醒的部长,610,870048,655480,才   一   万   ？,191,转载
BV1Da4y1Y7fD,RY热阳,272,883866,643389,日本顶级鉴表节目,497,转载
BV1AD4y1S7Gw,姚姚不是P30,8520,795536,642803,当我用李云龙的语录跟爸妈说话时！事实证明.. 近战不适合用狙....,1886,原创
BV1NZ4y1p7Ft,十一甜圈,504,970179,638145,瞬间让男生崩溃的16秒钟,1866,转载
BV1r7411M7Pu,种花家的纸雨酱,3091,432450,637927,新闻联播失误集锦（搞笑向）,2040,转载
BV1Yk4y1z7G7,带鱼罐头中的凤梨汁,1594,793533,637391,威慑性太强，2020年印度军力威慑宣传视频（害怕）,4638,原创
BV1R54y1i7Gp,峰哥亡命天涯,4037,1017874,636367,真正的底层，深圳三和人力市场，挂逼面3元一碗,2929,原创
BV15K4y147Cw,吾系哲学家,953,695233,630304,建议改成：思维导图,49,转载
BV1Yp4y1U7AP,老高VS小高,15964,486440,629045,父子好奇十只复读鸭能不能同时说出“你过来鸭” 试完之后，他俩崩溃了！,2945,原创
BV1pD4y1Q7gx,学海无易,1925,483487,622261,如果电影里的反转梗没完没了,697,转载
BV1M5411s7Qh,奖励队友E局亚索,3318,418621,619300,东北人教训扒垃圾桶的狗，像极了我妈在骂我,633,转载
BV1sV411k74S,米面油炸肉,7866,526993,615802,【熊猫】熊人族，永不为奴,725,原创
BV1Z54y1i7Mq,疯狂小杨哥,5000,852409,614283,我是世界上最了解我弟的人,1946,原创
BV1rz4y1X7qf,神奇的狗宝宝,527,1006390,613221,当你亲女朋友的时候……（画面过于真实）,229,原创
