视频bv号,up主,投币数,播放数,综合得分,视频标题,视频弹幕数,原创
BV1fC4y1s7A4,永无叙,335,32688,51678,现在迎面走来的是我的救命恩人方队——玄机女团！,69,原创
BV12E411J72Y,To_gether_,109,38847,49620,琪琳花下死，做鬼也风流！！,29,原创
BV1qp4y1D7vn,心若為誠,481,27624,49286,【吹灭小山河】 这天下，风情千万般，不及你一眼,41,原创
BV1vA411v7FJ,呆强小宝宝,145,35844,48627,花花敢调戏王七，崔倍劈死你！！【王七x崔倍】实力宠啊！！,53,原创
BV1v5411W7Pp,冰雪雨墨,90,40794,48375,实不相瞒，当初我一眼就看出这唐三不是什么好人......,122,原创
BV1pZ4y1p7B2,她脚踝银铃响了,733,24525,47894,“一直逃避入世的我 哪有资格谈出世”,59,原创
BV1E5411W7V5,4518675,11,43726,47600,这是一个未成年少女该有的战斗力吗？！,23,原创
BV14f4y117BU,开心超人联盟,1374,15132,47230,十年鎏金，不忘初心！开心超人联盟十周年高燃对白混剪【Lyric MV】,619,原创
BV1ni4y1G7qo,萌虎菌,360,16940,44660,【凹凸世界】饿 狮 咆 哮,246,原创
BV1jJ411871s,国漫精粹,2,43598,44247,斗破苍穹：美杜莎得知自己怀孕后，羞怒逼婚，萧炎一脸坏笑,7,原创
BV1gg4y1v7mF,拾二染,564,21292,43853,建议改为：真北京人儿 王也 真呢道！！,110,原创
BV1rf4y117V7,无桨舟,269,31606,43610,【4k测试·AI修复】秦时明月残月谷之战 画质提升版,136,转载
BV15A411i75T,鹏小飞呀,398,35821,43477,人比地球浪？爸爸跟我小学老师跑了，妈妈却无动于衷！流浪地球#2,64,原创
BV1k5411Y7Ch,晨上初雨,448,35441,42919,解析诸葛青大觉醒，觉醒后有多强（剧透慎入）,87,原创
BV1tp4y1U7GE,寒江月Yue,66,32397,42741,【渣反】最新预告来咯！师徒齐上阵！还不赶紧锁死！,94,原创
BV1BC4y1p7Ty,靖慨,258,29922,41834,老天师的沙雕时刻,305,原创
BV1v7411z7Tj,在下甘柒辣,466,25744,41145,说国漫幼稚的，估计是没看过他们,316,原创
BV1RJ411R7xv,VK大龙猫し,1076,20262,41005,【喜羊羊跨时空救兵】全程高虐！愿这瞬间永恒！你就是我最美的期待！当机械羊有了心，当灰太狼再次见到黑太狼，当慢羊羊遇到了花羊羊，当喜羊羊遇到了爸爸，当......,177,原创
BV1xk4y1q7Vk,异次元Mu_X_Mu,2542,19534,40588,【狂想山海经】人类最后的防线【爆肝兄弟自制】,160,原创
BV1zp4y1D7C2,铃屋LINGWU,55,37874,40225,大号正在登录中——99%！！！,1,原创
BV1Dg4y187Dk,八月份的欠揍zz,822,26081,40079,川 粤 火 线 ！,52,原创
BV1Rc411h73i,阿win很白鸭,494,21830,39511,【草原歌唱大赛】你(们)跑调的歌声深得我心(内含原声音频+creeper梗),297,原创
BV1JV411k7MP,过路de人,35,31611,39244,小时候以为他会回到我们的身边，长大后发现是我自己太单纯了,50,转载
BV1bt4y1y7Bc,武当蒋师莫,984,22598,38981,一人之下3巅峰打戏真人版 武当蒋师莫cos武当王也 燃爆动漫经典！,46,原创
BV1FA411b7cA,7点的旭子,600,23932,38442,你是否想听一个，关于狼和羊的故事,117,原创
BV1tf4y117pj,凌云JY,0,36072,38392,你们期待已久的黑狐女王终于上线了，连白月初都拿她没办法,13,原创
BV1vZ4y1H71j,关云猖,149,31856,38252,常年霸占漫画排行第一的作品完结了，连载九年承载无数人青春的《尸兄》落幕了！,70,原创
BV1pD4y1Q7wr,哇周某人,749,12390,37851,“只要反派长的好，三观跟着五官跑”,75,原创
BV1NV411C74q,南城科梦,124,30477,37636,初看不识片中意，在看已是片中人,119,原创
BV1zz411e7B8,一图超人,10,35941,36810,【非人哉】杨戬其实是隐藏的女装大佬？单相思对象是大士！【非人小百科】,6,原创
