排名,标题,播放量,讨论数,得分
86,【杨超越】活在我笑点上的女人--杨超越（第一弹）,20.4万,485,238177
87,南韩仅此一家神仙家族爱！！Wonder Girls惠林结婚，全员前来祝贺，还有不能落下的人-猩爹出来的时候眼泪都要掉下来了,23.5万,135,237894
88,【乘风破浪的姐姐】姐姐们的业务能力合集,21.7万,1089,236245
89,音乐剧演员徐均朔，入驻（雾）回B站了。,12.1万,8671,233498
90,每天一遍 防止早恋,17.8万,635,232006
91,「周深」周深李荣浩李晨合唱《至少还有你》 | 奔跑吧花絮,19.2万,618,230733
92,疯辽……这个视角绝了我好像坐在舞台上看表演一定要点开看完  不看会后悔！！！,6.2万,391,229924
93,山本瑠香--求求你别晃了 我晕,23.7万,8,228258
94,D社公开“大反转”真相..这一年被造谣最惨的爱豆..? 真的是历代级黑粉..｜DenQ,18.2万,2720,227237
95,高燃踩点！！一键换装（其实是一键换人）【时代少年团】,4.6万,567,226884
96,【黄铉辰】吸血鬼般美貌的《Psycho》直拍，一见误终身，我晕了,10.5万,976,220346
97,【某幻】不会吧不会有人没看过猛汉踩点吧｜微色气向｜超A踩点｜心动,8.9万,310,220298
98,Yo大家好，我是歐陽靖MCJin，我正式入驻B站啦！peace&love！,19.6万,303,217039
99,【首秀舞台】BLACKPINK - How You Like That 吉米今夜秀 200627,16.2万,2156,216915
100,赵露思VLOG舞蹈翻跳 BLACKPINK《As if it's your last》,21.1万,66,215957
