排名,标题,播放量,讨论数,得分
83,表白利器  马赛克拼贴照片制作  有字幕,66.9万,346,2463847
84,【Minecraft】前方高能！！这期视频将会非常爆肝！上热门必须吃ICE！,82.0万,4844,2455814
85,崩坏3×JOJO/琪亚娜的奇妙冒险【OP还原】,92.6万,1903,2445157
86,大腿前侧粗壮凸出小腿肚向后突出腿形不直必练一周见效的教程！,70.7万,2283,2422240
87,最 强 汤 姆【预告】,431.8万,3621,2420653
88,【作文】那些写进作文里的神仙开头,61.4万,691,2420221
89,那些半句封神的句子|你知道另一半吗？,133.7万,3116,2407220
90,追男生硬核攻略教学  轻轻松松 从入门到精通,120.9万,2.4万,2406723
91,【师生对线】拖 堂 现 状,268.3万,2.2万,2395360
92,【特朗普】没有人比我更懂模仿！,237.3万,4635,2390096
93,【2020毕业季 | 动画毕设作品】绝美毕设！广州美术学院视觉艺术设计学院动画《落凡尘》【授权投稿】,87.1万,5003,2370161
94,油管上超火的美国熊孩子模仿特朗普表演,375.1万,8103,2341585
95,【戴建业】同学们我来B站了！今后一起聊聊诗词吧！,135.3万,4.0万,2338446
96,别爱我，没结果，除非花手摇过我,331.0万,1.7万,2334950
97,中 国 新 说 唱 总 决 赛 第二季,340.0万,3264,2328148
98,“你是我此生最大的浪漫”,296.1万,1.3万,2287977
99,潮瑞皇“欺负”新手老番茄 (第二期),495.9万,4.2万,2283959
100,【罗翔vs半佛】专家没有灵魂？知识要广还是要精？,240.7万,2.8万,2279960
