排名,标题,播放量,讨论数,得分
66,【肖央】这是我的妹妹央央子，今天正式出道了！,86.1万,2783,618006
67,大家好，我是Ella陈嘉桦，今天入驻B站啦！,70.8万,4400,614919
68,【BLACKPINK】最新回归单曲《Drunk Butterfly》打歌现场混剪/你绝对没看过的粉墨打歌现场,59.8万,3039,605927
69,【非正式会谈】第六季 第8期上：一句你瞅啥？东北歪果仁打起来了,108.3万,3.2万,603357
70,【这就是街舞3】大型嘴瓢现场 | 语言界三巨头齐聚街舞3,47.8万,2557,597282
71,【徐熙媛】老娘这才是清冷小白花/绿茶都滚开！！,50.3万,697,596968
72,梁博，一个把演唱会办成军训的歌手,60.6万,2162,595950
73,没想到日本女优是这么走秀的？！！！这台步不忍直视。。。,51.0万,450,595367
74,这保安，一张嘴就是老色批了。,98.7万,1074,593396
75,2020了我还在为Beautiful的鬼怪ost现场版哭泣！！,35.7万,812,592823
76,万茜的半个娱乐圈豪华应援团是怎么来的,90.8万,979,592625
77,《SJ Returns 4》超清合集【更新至:E12.200612.中字1080P】Super Junior组合团综,39.6万,3571,591621
78,罗志祥名场面1,116.9万,270,591297
79,曾经我也想过一了百了--中岛美嘉,27.8万,2193,587534
80,【乘风破浪的姐姐】张雨绮&宁静怼人合集  姐姐们嘴炮能力MAX,94.3万,1109,586953
81,【杨蓉】看完你们的“渣女攻略”，B站我来了！,56.8万,4246,585638
82,【安利】24岁丁禹兮最走心最圈粉的一次访谈（浮夸嗨聊采访）,27.8万,3356,585029
83,感受到校长的快乐了吗？,75.1万,93,583024
84,李孝利疯狂吐槽女团歌曲歌词，看有没有你家中招的，笑死我啦哈哈哈,75.5万,1007,581505
85,2008年北京奥运会开幕式（高清全记录）,25.6万,2.3万,579547
86,【秦昊】张东升空降直播间  一秒吓退所有观众,83.5万,2108,577586
87,史上最强solo一键换装！神仙剪辑无人能敌！Jennie换装特效两开花颠覆你的感官！,40.0万,987,577153
88,大家好，我是巨石强森，今天我入驻b站了！,70.2万,655,576992
89,嗷嗷都给我进来 那些丁禹兮删过的 他可帅死我了,36.0万,1136,573077
90,【乘风破浪的姐姐第四组阵容】孟佳和王霏霏的《Hush》，姐姐我可以！,93.9万,565,570847
91,[TSKS]running man.E508.200621.中字,67.6万,2.5万,568322
92,陈卓璇能出道吗？大小活动不带她玩，“玻璃渣”威力真就有这么大！,61.8万,8851,563677
93,【新西游记全集】2015-2020全七季珍藏版大合集（1+2+3+4+5+6+7）（持更-S7-E11.20200103 最终回 马首欲东情殷盼寿 友贤心浩勋）,60.1万,2.4万,563105
94,杨超越《皇后与梦想》唱跳舞台直拍已经证明她是合格的爱豆了，谁赞成？谁反对 太好看了把！进步肉眼可见 【炙热的我们】,47.7万,1.3万,557340
95,这父子俩把红毯走出了傍晚饭后遛弯的感觉！,89.4万,96,555418
96,母女三角恋！20岁女儿PO文控：36岁岳母偷吃女婿  不愧是湾湾,80.9万,603,553992
97,17岁拿下影帝，43岁沉迷生活：我只是随心而做,57.4万,702,553723
98,惊！外表明明是世上最冷都市女...韩国人看乘风破浪的姐姐,74.9万,1380,553081
99,川普小儿子这颜值分分钟吊打娱乐圈,47.6万,618,552497
100,如果霉霉能再换上长筒靴连衣裙泡面头，在舞台上再唱一次love story，我想我会哭出来,30.4万,529,552032
