排名,标题,播放量,讨论数,得分
90,【现状】大 学 返 校 现 状,3.6万,44,52619
91,【四川方言版】辉夜大小姐想看我的火炮儿！？（学生会全体方言警告）,3.2万,87,52499
92,【MMD/竖屏/彩虹节拍】跟着初音一起摇摆！,6151,22,51905
93,这几个事件改变了新一！再谈柯南的塑造与成长！,3.5万,500,51546
94,实锤了！萌王就是创世神星王龙！大贤者就是他老婆露西娅！（严重剧透）,3.7万,65,51337
95,鬼知道我看了几遍！ ？,2.7万,31,50877
96,【童年经典/反派手书】你管这叫童年阴影？！,2.0万,67,50814
97,【外星也难民】#13第八集彩蛋与剧情解析（上·模拟现实的妙用）,4.2万,138,50572
98,不想当灰姑娘的灰闺女是好闺女---（3）爱她就给她买小裙几,3.5万,172,50546
99,我  是  你  爷  爷,2.8万,213,49731
100,前方高能！只需10s！我将从你手中抢走硬币！,2.4万,91,48578
