排名,标题,播放量,讨论数,得分
37,【艾叔】4K | 成都麓湖1.5亿豪宅，开游艇的神仙生活是什么体验,178.6万,2.0万,1717595
38,LOL最狠海贼拳法 你不打也得给我打的套路[有点骚东西],141.7万,7734,1708729
39,当西游记的BGM在中土战场响起。去他的魔戒，我要吹爆这支喇叭...,153.5万,6162,1692607
40,老王有媳妇儿了！【德华的世界#6】,147.8万,2.6万,1687821
41,应该是最后一期了,141.7万,5.1万,1649046
42,蜜瓜JK妆！毕业要和姐妹去迪士尼拍照呀！,154.2万,1.2万,1647322
43,别说马赛克了，这些动漫角色化成灰我都认识！【动漫高手02】,188.2万,3.2万,1642836
44,体态纠正大师,151.5万,1.7万,1610182
45,BLACKPINK 新曲《How you like that》MV公开,233.3万,4.4万,1604596
46,【童年经典/反派手书】你管这叫童年阴影？！,50.5万,3771,1581770
47,当  代  网  络  现  状,133.5万,2662,1581565
48,能看到第15秒吗？,89.4万,5050,1550875
49,【阿宅专用】是阿宅就来听听这个！,75.3万,3234,1525504
50,如何拒绝别人,111.2万,2695,1520608
51,《瘾》原创说唱×国家禁毒日宣传曲,51.9万,1150,1518749
52,满分UP主倾囊教你写高分作文！最强攻略！【满分作文攻略01】,34.9万,5251,1486493
53,与火星的孩子对话（现场版） - 华晨宇,48.6万,9.5万,1471856
54,《樱  桃  老  丸  子》,99.7万,1558,1470187
55,【戴建业】苏轼悼亡妻《江城子》，我每次读都很难受,138.8万,1.2万,1416316
56,高考作弊记,86.6万,3397,1397925
57,【真人GTA】老 年 崔 佛,139.6万,4132,1386904
58,吃了两星期豆腐，废了几十斤豆子，豆腐脑终于可以出摊了~【街头美食在家做】,105.0万,1.5万,1368492
59,当有陌生人敲门！打开这个视频！快！,36.3万,513,1357572
60,学婊的千层套路,96.2万,4110,1353786
61,神仙打架,125.3万,8098,1325631
62,业界真的要完！2020七月新番推荐,88.0万,7032,1306034
63,模仿六大平台吃炸鸡，味儿太冲了,168.6万,1.4万,1305973
64,工资回收计划,140.0万,2.8万,1298791
65,【warma】怎么办！我现在好怕被2233娘封号,92.8万,6438,1298084
66,“你太干净了，你不懂。”,87.5万,1256,1282229
67,每天一遍，北大相见,68.2万,1877,1270800
68,【鹿鸣x鹿鸣】这个端午，双倍丝滑！双倍快乐,106.3万,698,1269382
69,当杠精去面试会怎么样，面试官都被气笑了……,184.2万,1133,1266985
70,史上最厚血量，被打了6分钟还活着！？,244.5万,8303,1243492
71,欢迎报考浙江大学！！！,175.0万,8232,1238750
72,暴 躁 老 哥,202.3万,8399,1227519
73,特朗普首次回应B站恶搞视频,173.1万,6339,1224735
74,“不感兴趣。”,215.7万,3252,1209386
75,16个细思极恐的细节，编剧导演简直牛逼到戳天了,116.4万,6726,1207753
76,【如何正确逼自己学习！！】纯干货/克服拖延/找到状态/学霸养成,37.2万,1511,1204116
77,武松打得过这玩意儿？,213.8万,4708,1202691
78,你真的对这个世界做好准备了吗？丨ztalk,51.6万,1.2万,1198713
79,50元和2000元的猫有啥区别？2000的逐渐同化！,111.9万,4881,1191448
80,BLACKPINK 回归'How You Like That' MV+现场持更中(更至200628人气歌谣),141.9万,2.6万,1191111
81,对不起，我败了！2020年4月新番打脸大总结！,126.2万,1.5万,1187224
82,我国五大战区如何划分？哪个战区实力最强？西部战区距离印度最近,131.7万,4741,1173962
83,荒野乱斗x名场面,156.7万,7525,1157649
84,我们的五年——B站五年员工纪念视频 2020版,85.6万,1.1万,1144307
85,印度网友疑惑：为什么中国人不抵制印度商品？中国网友在线真诚解答，听完他心态崩了..,262.3万,8542,1137760
86,【祝大家端午安康】我小时候吃过的传统笋壳粽子，你那有吗？,174.6万,3.2万,1137411
87,火锅大王消失的这段时间发生了什么？,66.8万,3626,1125560
88,犬来八荒  | 滴米不漏,119.7万,8666,1117872
89,妻子车祸当场丧生，丈夫不愿独活走入燃烧的车里殉情,171.6万,7140,1117146
90,丈夫因怀疑妻子劈腿，竟和她同归于尽？这部日本人性动画实在是太直击灵魂了！,76.0万,4236,1111475
91,猛男高跟鞋带你跳【乘风破浪的姐姐】主题曲 李宇春《无价之姐》完整版舞蹈练习室,99.2万,3698,1110633
92,把11个up主的五官拿出来打乱 还能再复原么？,130.2万,2.6万,1106948
93,【嘟督】给你总结下《最后高尔夫2》到底讲了啥！！！,51.9万,5541,1106048
94,三分钟教你偷走台军战机，开回大陆领50万奖金！,99.6万,3708,1103981
95,冥 币 嫖 娼 定什么罪？,136.9万,7469,1095545
96,【奇怪的传播学】下行生育率背后的传播学逻辑,63.5万,8282,1088503
97,无  限  转  场,44.5万,797,1082817
98,在宜家做一首BAD GUY，宜家GJ！（补投）,47.8万,6354,1079105
99,宇智波小少爷想让我告白,48.3万,1902,1070367
100,每天一遍，防止早恋,96.3万,2540,1069934
