排名,标题,播放量,讨论数,得分
68,【气突苏】菊次郎在苏联,61.1万,1985,912257
69,江苏卫视618超级晚 毛不易《易燃易爆炸》+《凤凰于飞》,53.5万,1.1万,910171
70,峡谷百战成诗诵 可忆裳曾赠何人？《百战成诗》填词版 X 143款皮肤群像 及 登场时间,29.1万,3921,902977
71,你听过克苏鲁Rap吗？【SAN值不足者谨慎观看】,42.3万,3308,900780
72,这是一首唯一在任何音乐软件都要收费的歌！,89.1万,1494,887948
73,【米津玄师/live/LOSER】loser日中字幕现场版-八爷：来，跟我一起摇滚~！,52.7万,2154,887172
74,听说日本假唱犯法，所以才逼出这6个神级现场？每首都能血洗乐坛！,87.6万,4176,885762
75,特朗普连任应援歌《让美国保持伟大》正式MV,115.5万,7271,883736
76,【登乐V计划】主题曲 Real me 打破定义 你就是你想要的样子！,31.5万,5643,881124
77,iu顶级现场,53.6万,1065,874894
78,你知道琵琶也可以弹funk吗？看琵琶小姐姐翻弹指弹吉他曲，颠覆你想象！,47.4万,1170,855597
79,我直接在厕所唱LOSER！！！！！！,61.3万,3659,841718
80,你们要的火力全开终极版！大剧院几千万的音响全开听黑人抬棺是什么感受？！,45.7万,2597,820833
81,1分48开始嘶吼高能！国人无修音翻唱林肯公园《Faint》,56.0万,1567,814977
82,就是他！让网易云评论区全是卧槽的人！,73.6万,1.1万,808139
83,【ずっと真夜中でいいのに。】要好好学一下哦【MV+制作花絮】,29.4万,692,803401
84,「Tough Love 严厉的爱」（后妈茶话会）The Villains Lair 恶棍巢穴(Ep.2)【PattyCake】,37.9万,1347,802858
85,魔动闪霸《对手》（超清版）,87.6万,2175,796719
86,唢呐 生日快。。。嗯？？？,62.5万,3119,796306
87,制服小哥哥用笔演奏《Love Story》-Taylor Swift  (Penbeat cover),42.0万,3009,778545
88,人 型 音 响,44.3万,4210,774743
89,治愈系日文版《好想爱这个世界啊》翻唱 「华晨宇」,39.4万,3272,772346
90,公 主 连 结 广 东 服 OP,57.3万,1033,767372
91,贵州方仔发次狂暴发声！“把爱奇艺唱破产”,64.6万,2304,765616
92,你是第一个带我进女厕所的,135.8万,698,750455
93,这首毛主席时代的歌，现在没人再这样唱了！,57.2万,1767,747997
94,一个夏天清凉的梦。《那女孩对我说》cover.,76.2万,1982,747012
95,SamTsui's Music | 《一剪梅》爆红欧美？一起“北风萧萧，雪花飘飘”,58.3万,3025,744783
96,建  议 改  成：王 的 掰 头,38.8万,1.1万,743443
97,【架子鼓】燃爆！鬼灭之刃op《紅蓮華》-LiSA|和服甩起来真是太困难了- -.,66.5万,1060,740652
98,太虎了！ 把《左手指月》升16个key翻唱？萨顶顶老师对不起（滑跪）,43.5万,2621,734097
99,the real suger baby已知最高画质,62.5万,370,733271
100,下凡？？龚琳娜《下山》现场首唱！,58.5万,2583,724291
