排名,标题,播放量,讨论数,得分
30,史上唯一能借军队开演唱会的歌手，太牛了！就连总统都是他的粉丝,42.0万,558,398706
31,秦昊：不想演坏人，却无法抵挡好剧本,42.1万,1329,388314
32,【创造营2020】丁禹兮、郑乃馨《着迷》舞台！性感互撩！,30.1万,2014,383122
33,娱乐圈老父亲沙溢，吐槽女星裤衩有点短，节目全程被虐,44.1万,584,376409
34,【SBS综艺】Running Man 2020合集开始（更新E509.200628 主题：超能力学校竞赛 ）【1080P】【RM】【TSKS】,42.0万,1.2万,376127
35,【片片】全是梗！哥哥们如何在女团里翻江倒海？欢乐解说《创造营2020》第五期,40.8万,3847,372379
36,【隐秘的角落|全员完结纪念】【残酷青春|盛夏光年】“朱朝阳，你可以相信童话”,17.0万,430,363544
37,【预录】韩国预录最真实的女团?!进入视频时几乎听不出来是真唱还是假唱?!BLACKPINK回归初舞台How You Like That,27.7万,2948,362623
38,【乘风破浪的姐姐】主题曲“无价之姐”舞蹈合集,35.7万,1676,356648
39,【伊能静秦昊跳无价之姐】姐夫也太敢说了吧！！跳的也好,39.9万,339,348462
40,【TSKS】Running Man.E509.200628.中字,31.8万,1.6万,344107
41,《乘风破浪的姐姐》一次公演七宗最：蓝盈莹、黄龄组表演，比金晨、沈梦辰《大碗宽面》要好,38.3万,1149,337620
42,【非正式卧谈】第10期：令人上头的粉丝礼物大赏！,37.7万,2.0万,336240
43,【明星大侦探】这综艺竟然公开搞hs！明侦开车名场面第二趴，车速太快系好安全带！,27.6万,1490,334015
44,200623 防弹少年团 进军时尚界 工具手中拿 帅衣自己剪 服装设计梦 今天就实现 中,20.3万,2.0万,331688
45,【K吧中字】200622 伯贤吃播“来吃饭饭吧”直播中字,10.2万,6165,329106
46,乃木坂46官方bilibili开始♪,22.0万,1323,315351
47,【2020 TF家族夏季运动会】饭拍全程（没有射箭 | 非常缓慢更新中）,14.4万,4732,314374
48,RM新PD宝毕为什么好评如潮？两分钟告诉你,28.0万,493,310692
49,【南韩六大公认神颜】终于知道为什么南韩都喜欢这种类型的颜了！！,26.2万,3246,303467
50,【BLACKPINK】最新回归单曲《Drunk Butterfly》打歌现场混剪/你绝对没看过的粉墨打歌现场,27.2万,1039,297338
51,【日综】日本兵库县的一位母亲，同意儿子东大落榜后再次挑战的要求，而每天发奋学习的儿子，也终于等来了送东大录取通知书的快递员，但却迎来了意外的结局…,30.0万,203,288990
52,前七排名大洗牌！希林第三意难平？赵粤第一有争议？刘些宁第六出道难？中位区谁能突出重围？第三次公演舞台上期！【创造营2020reaction康康复盘ep15】,21.6万,7273,288586
53,【每日减肥动力】进来看韩国女演员的身材管理第三弹!,17.8万,526,287847
54,长了一张SM的脸却去了YG？【韩网热议】这种爱豆的美貌简直是YG的门面啊！金智秀的五官怎么能如此漂亮！,21.6万,766,281131
55,【BLACKPINK】新曲《How You Like That》油管reaction合集,23.5万,4569,279217
56,【贝爷】探索者们，我开通B站账号了！让我们一起永不放弃！,24.5万,406,277936
57,“我就是长的有点凶，我真的挺好的”——JENNIE,17.3万,244,276945
58,【歌手】周深《达拉崩吧》分饰多角！化身勇士打败恶龙救公主,18.6万,2389,276937
59,【黄铉辰】吸血鬼般美貌的《Psycho》直拍，一见误终身，我晕了,13.6万,1468,276746
60,教科书级“痞笑”  表情管理高手  韩国最妖孽男爱豆！！,12.9万,282,276722
61,【拜托了冰箱】香港人王嘉尔问为什么东北菜分量大 东北人黄景瑜的回答也太实在了,30.6万,19,276594
62,【闲着干嘛呢】高清全集(持更至E48.200627中字)摄像接力综艺《都玩些什么呢》多版本中字 超清大合集 刘在石&Rain 李尚顺&李孝利 黄光熙&刘宪华,25.9万,1.1万,275213
63,《张含韵练习室直拍》真的好惊艳！我知道她颜正条顺唱歌甜，但是我真的不知道她跳舞竟然也这么好，,28.3万,61,272172
64,BLACKPINK HOUSE 团综 合集 (全12集) 中字,16.2万,5986,270255
65,【Heart Signal3】心脏信号3 高清中字合集(更至200624 E13中字）,24.7万,2.0万,262838
66,「周深」周深李荣浩李晨合唱《至少还有你》 | 奔跑吧花絮,22.2万,676,260056
67,大家好，我是《东宫》小枫 彭小苒，下了忘川，来上B站～萌新UP主报道啦！,22.0万,2051,259453
68,【麦长青】真当我“梁非凡”不上B站,21.4万,521,259239
69,疯辽……这个视角绝了我好像坐在舞台上看表演一定要点开看完  不看会后悔！！！,6.8万,421,258689
70,普普｜现实里的普普，是个小公主呀,25.1万,328,256623
71,【THE9 & 火箭少女101】成团首秀对比，没有对比就没有伤害,26.4万,1.4万,254793
72,惊！外表明明是世上最冷都市女...韩国人看乘风破浪的姐姐,26.8万,543,252643
73,【首秀舞台】BLACKPINK - How You Like That 吉米今夜秀 200627,19.0万,2345,252204
74,南韩仅此一家神仙家族爱！！Wonder Girls惠林结婚，全员前来祝贺，还有不能落下的人-猩爹出来的时候眼泪都要掉下来了,25.0万,150,251501
75,【IU】美女那些令人心动的瞬间！！,19.4万,407,251295
76,【沈梦辰】大家好，我是沈梦辰，希望得到大家的青睐！,24.0万,719,251091
77,各大名山景区已换标语  禁止秦昊入内   哈哈哈    看过这个影视的都知道这个梗,26.9万,147,250265
78,李紫婷凌晨发文求救后秒删，将缺席火箭少女101告别典礼,27.2万,69,249934
79,给丁当建议几个阳谋，如何在黄圣依和张萌的夹缝中求生存。,16.9万,1721,247970
80,【杨超越】活在我笑点上的女人--杨超越（第一弹）,21.3万,515,246673
81,【防弹少年团】1080p中字完整 200614 线上演唱会 online concert complete ver. - BANG BANG CON,8.8万,5014,246380
82,2020年6月20日 张雨绮：我就是不删视频！！张雨绮 首次正面回应 罗志祥 八爪鱼 事件 后半段张雨绮 霸气混剪,24.6万,711,245005
83,改变桥本环奈命运的眼镜,24.4万,132,241439
84,【某幻】不会吧不会有人没看过猛汉踩点吧｜微色气向｜超A踩点｜心动,9.5万,335,233947
85,【全孝盛】这身材就问你想不想拥有！·Find me一键换装||我的意难平女团成员|2020年奶盛会回归吗？|性感女神全烋星舞台踩点混剪|不丝滑警告,17.4万,68,233493
86,【麻将馆中字】有点心机又如何 第一弹 2019.09.27 田中みな実 弘中綾香,9.8万,2528,232718
87,每天一遍 防止早恋,17.9万,657,232654
88,真当何老师不上B站？,22.6万,1460,231838
89,【乘风破浪的姐姐】姐姐们的业务能力合集,21.2万,1035,231226
90,D社公开“大反转”真相..这一年被造谣最惨的爱豆..? 真的是历代级黑粉..｜DenQ,18.5万,2746,230567
91,山本瑠香--求求你别晃了 我晕,23.9万,8,230088
92,气抖冷气抖冷，华晨宇粉丝居然这样,9.7万,7070,225010
93,宁静也有怂的时候,23.6万,4,220759
94,【任豪X赵粤】Trouble Maker+Senorita | 强强太好磕！| 花豪粤圆,15.7万,2386,220642
95,秦昊搞笑合集，直男式夸赞老婆，问妈妈：咱家祖坟是不是冒烟了！,22.2万,282,220620
96,【张艺兴】PD亲自为训练生贴分数，指导《MONSTER》《LOVESHOT》，你们就不该做这个节目，想做幕后PD最低标准有点高《少年之名》CUT,20.0万,1079,220386
97,秦霄贤唱《红色高跟鞋》—低音炮太好听了,16.3万,506,220156
98,【秦昊】一个直播直接把脏话读出来的张东升哈哈哈哈哈，伊能静：你别瞎念,22.8万,18,218266
99,Running Man.E509.200628.中字,21.1万,1.3万,217314
100,【许君聪】无情哈拉少！,18.9万,450,212234
